,content,label
68,私にちなんで名付けられた建物よりも、アマゾンプライムの方がずっと大切だ。,0
69,白雪姫。母は、私が毎日のように見ていたと言っていた。私はとても興奮している。,0
70,こっちに注目して。ずっとパソコンの中の人と話している。私に話して。,0
71,そして、そのような状況になったのだ。南部から来た人、ニューヨークから来た人、とにかく何でもあった。私の世代（の家族）は皆、まだそうではなかった。,0
72,何であれ、私には関係のないことですが、彼らはそれを受け取っている。,0
73,ええ、私は一般的にそこから音楽を入手するが、車やコンピューターの修理などで行き詰まっている場合は、音楽があるといいよ。,0
74,Appleが禁止したのは良いことだと思います。アプリ製作者は大混乱を起こしたかったようですが笑。それでは、お休みなさい。,1
75,それで学校に行かないといけないことは分かっていますが、言っていること分かりますよね。,1
76,そのため、彼女は私を監督していて、私の仕事を誤って修正してくれる。例えば、次のように。ええ、そうだね。,0
77,本当に怖いです。ホラー映画を見ていたら、180カロリー以上は燃焼できます,1
78,彼は並外れた選手だったが、てきぱきと行動する人という印象はない。ニューヨークは彼を免除することができるはずだ,0
79,ある種の法的状況で裁判はどのようになるかが私にはわかります。どれだけ積極的に立ち上がり発言するかにかかっているんです。,1
80,この事実については知りませんでした。今でもそうなのか分かりませんが、ともかくお話しできて楽しかったです,2
81,でも彼と私たちは結局行くことになって、結構すごい体験でしたよ。あなたのみたいにポジティブで素敵だったとは言いませんが。だってそれってなんだか,0
82,うーん、馴染みはあるけど読んだことはないね。それはSF？私は読書が大好きで自分でも、SFを含めいくつか作品を書いてきた。,0
83,義理の妹はハグ好きで、彼女が私をハグしても、私は両手を下げている。嫌というか、つまり、包み込まれるような感じなんだ。,0
84,ええ、それは素晴らしいです。彼は私の意見では本当に素晴らしい俳優です、レヴェナント: 蘇えりし者の映画を見たことがありますか？この映画が1971年の映画のリメイクだとは知りませんでした,1
85,私達は夜のロンドンを歩き回っていたの。私と父は決して眠ることができないので、二人とも,0
86,私はいつもTZが好きです。映画「レヴェナント: 蘇えりし者」を見ましたか？1971年の荒野でのサバイバルの映画でした。レオは素晴らしい演技をしました。,0
87,しかし、家賃は私にとって最大の出費であり、何とかなるようなものではない。わからないが、小売店での出費はどうだろうか。,0
88,それはおかしい。また皆は私に、家族が多くいとこが50人いるとか言う。それは随分な人数だ。,0
89,ええ、実はそうなんだ。実は私はラーメンが好きなのだが、近くにあるラーメン屋さんは,0
90,ちょっと関係があるが、私は自分ではどうしようもない時に決まってグーグルを試してきた。 はは。,0
91,私は、いつも自分らしくあり、いつも自分の本能、自分の導き、自分の理解に従うこと、そしていつも自分の現実に疑問を持つことを教えられたの。それに従い、ルールに従うことを。,0
92,まあ観光客向けではありませんでしたからね!教訓を学んだと思いますが。でもイスタンブールを清潔に保つのを助けていただいてありがとうございます。,2
93,あなたはそれを必要としていません、しかしあなたはいつも買います、そして毎月の請求書を合計すると、それは合計の何パーセントかになりますよね？,1
94,美女と野獣は私の妻のお気に入りだよ。私が好きなのはライオンキングだ。好きなディズニー映画はある？,0
95,そうすべきかもしれません。おじいさんの屋根裏部屋で300万ドルの価値がある古いベースボールカードを見つけた人についてどう思いましたか。,0
96,扉から入ってきた人が、私に見せて、お腹をさするように触って、歌い始めて、人が離れていくの？,0
97,うーん。アニメーションだと思いました。リメイクのことですか？私はそれを見たことはありません。おそらくそれも素晴らしかったのでしょう。,1
98,それが素晴らしいことはわかっている。それは本当に素晴らしいだろうね、私の親戚はそのようなクールなものを集めないので、私は自分でやるよ 笑,0
99,腹が立って、そして落ち込んで、本当に何もできない。,0
100,それだけの収益があればトップ110のブランドにはいっているに違いありません！そう思いませんか？,1
101,実の父方の人々よりもね。なぜなら、その人たちを実際に見て育ってきたからだ。彼らの家に行くと、家族のように接してくれていた。,0
102,笑:)私の犬は、体が暖かくなると、寒いのが大好きなので、実際に自分でベッドから降りる:)良かった！ :),0
103,そうですね。1957年にトルーマンがダンボと一緒に写真を撮るのを拒否した時のことを聞いたことがありますか?,1
104,私は買い物の9割をそこでしていますが、ある種類の紙や特定のレシピのために探してもない商品もある。,1
105,今日はどうでした？,1
106,叔父といとこはどうですか？あなたの両親はそこに兄弟はいますか？その感謝祭の日はどれくらいの規模なのですか？,1
107,古き良き事実のセクション2はそう言っています。犬との会話を電話で聞いたことがありますか?,1
108,これはいいね。そうしたら、母からメッセージが来て、「そうだ、家族ぐるみの付き合いをしているStellaの家に泊まってみない？,0
109,彼はたまたま、借金とは何かを教えてくれた。今、あなたはお金を持ちすぎていて、注意を払っていない。,0
110,いや、私のだと思う。どうぞ。すみません。,1
111,うわー、原稿を書くのに長い時間がかかります。さて、話せて嬉しかったです！,1
112,テレビや映画のせいなのかと思うが、現実が少し違うときの見え方についてはこの発想が浮かぶ。自嘲的見方からすると、低能帽は私によく合っていると思うよ。,0
113,それで私が、ねえ、メニューから何か頼みますか？と言うとメニューを見ていました。それで、結局選ぶのにしばらくかかりました。それで、ビールを頼んで,1
114,はい、そうに違いない。ちなみに靴のコレクションはある？私自身は4足くらいしか持ってない,0
115,トンネルの終わりには光が見えるはずです。週末を楽しんでください!,1
116,単なる言葉遊びみたいで、馬鹿げた感じがします。テディ・ルーズベルトは好きですか?彼は20匹以上のペットを飼っていました。コロラド流に言えばペットの「保護者」でした。,1
117,何てかわいい犬!あなたと犬たちは北方の気候地帯に住んでいるんですか?,1
118,同感です、ではフィクションは好きですか？,1
119,そして、人前で自分のことを話すのは不思議な感じがした、わからないが。,0
120,それではまずこれから尋ねましょう。今まで行った中で好きな場所はどこですか？,1
121,グッチオ・グッチ！何て素晴らしい名前でしょう！私は「グッチ」と呼んでいます。今では、グッチで「祭服」を買うことができます！,1
122,私自身、レンガ造りのオーブンを使ったことはない。,0
123,素晴らしい！今朝は話せて嬉しかったです。今日の残りの時間を楽しんでください。,1
124,ええ！それは1923年に設立され、正に創立100年に近づいている。それは私には本当に信じがたいことに思える,0
125,ああ、それは残念だね、はは。でも恋愛小説とは違って、私はずっとここにはいられないんだ。でも話せて嬉しかったよ。良い1日を過ごしてね。それでは！,0
126,今ではプレーして約10年になりますよ。もう1つ言いたいのは、ゴルフコースは18ホールですが、楽しむためにプレーするとしたら9ホールですね。,1
127,両方のフランチャイズの価値を考えると、とんでもないことです。バットマンといえば、バットマンを演じた俳優の中で誰が好きでしたか?,1
128,いいえ、それではあなたの友人はずっとそこにいるんですね。子供たちはどこにいて、彼女の夫との関係はどうなのですか、仕事の面ではどうなのですか、または夫と家族の関係は前より良くなりましたか。,1
129,本当に楽しかったわ。,0
130,心配ありません、あなたが登録している電話番号を教えてくれますか？,1
131,今まで行った中で一番好きだったドライブは何ですか？,1
132,将来、スマートデバイスを導入したときに、子供たちが「ああ、Amazonでブランクを注文してみたい」と言って、「ねえ、そして・・・」と言われてしまうのではないかと不安はありませんか？,1
133,それは素晴らしいです!最近、飛行機は10%速度を落としているのに気づきましたか?燃料を節約するためですが、目的地に着くのも遅くなりますよね。,1
134,それは知りませんでした。好きなバンドはありますか?前はリンキンパークが好きでした,1
135,私の娘のコメントの一部。彼女へのコメントは私から、彼らが目を丸くしていたのを覚えているというもので、もう話すのはやめる、ママ,0
136,それは興味深いですね。いつも疑問に思っていました。検索にはGoogleを使いますか?それとも別のウェブサイトを使いますか?,1
137,ハロウィンにコスチュームを着ますか？,1
138,わかりました。したがって、最終的な目標は、メンタルヘルスカウンセラーになることなんですね。そして、メンタルヘルスの問題を抱えている成人の治療にあたりたいんですね。そして薬物中毒の患者も、すみません。,1
139,そして、彼はどうやら落ち込んでいたようで、彼の母親が私の母親に「このパーティーに彼を誘ってほしい」と頼んできた。,0
140,私はそれを知らなかった。何人利用しているのだろう。日本と比較すると、米国とカナダのアメコミ市場は10億9000万ドルだ。,0
141,同感ですよ!ほとんど毎日YouTubeを見ています。Googleが2006年にYouTubeを16億5000万ドルで買収したなんて信じられません。遠い昔に感じますよ。,1
142,私のお気に入りはハルクだが、キャプテン・アメリカの映画が本当に好きだったよ。彼はトニー・スタークと出会うので、両方の最高の世界だ。,0
143,口にいれてはいけません。それを口に入れないでください。それを口に入れないでください！,1
144,ああ、いえ、私は詩を理解することができませんでした。あなたと話せて良かったです。良い一日を過ごしてください！,1
145,そのようですね。あるいは、もっと速い速度で回転する可能性もあります。地球に宇宙人が来たり、人類に連絡があった場合のための大使がいます。,1
146,私の休暇は、どちらかというと滞在型のものだったわ。それで、私の出身地のワシントンDCに行ったの,0
147,彼はあなたの家族を選べますが、私が言っているように、あなたは友達を選ぶことができます。これは前からずっと面白いダイナミクスで、私は簡単に触れることもしませんでしたが,1
148,店の立場からすると、まだ化粧品で大金を稼ぐ必要があると思います。,1
149,はい、実はそれを作ったことがある。母は私が子供の頃それを電子レンジで作っていた。母はご飯も電子レンジで作る。,0
150,強盗犯はすごく足が速い場合がありますので、靴の紐を縛る時には「油断しない」ことです。,1
151,それは黒人にとってクレイジーなことだったと父は言っていた。父が生まれた年にマーティン・ルーサー・キングが暗殺されたので、父はいつもその話をしてくれた。,0
152,チッ！彼が気の滅入るようなものをたくさん書いたのも不思議ではないよ。あなたと話せて嬉しかったよ。私に代わってあなたの犬を抱きしめて、私も子供のために犬を飼うことを考えてみるよ。気をつけてね！,0
153,ああそう、それは良かったと思います。歴史に興味がありますか？リンカーンについて書かれた本を読みました。彼の声は高かったと思います。,1
154,支払い額よりも数百ドル高く売れることもあり、ある種の人々は転売を目的として特にサンプル販売のものをあえて購入します、,1
155,そうですね。ポロシャツは最初有名なテニス選手が発明したものだって知っていましたか?,1
156,はい、お誕生日おめでとうございます。 あなた自身がスーパーヒーローですね！ 笑。世界は広いから、いつでもスーパーヒーローは誕生します。,1
157,連れて行きましたかね？それともイーサンを連れて行きましたかね？なんといいますか食べ物を、自分でよそって量る感じです,1
158,まあ、それはだそうなんけど、何というか、一般的に良い場所で私が嫌な場所のこと。知らない人のアパートをビキニで掃除するのが嫌ではないということではないけど,0
159,私はしていないよ、それは私のやることリストにあるけどね 笑 私も動物ショーが大好きだよ。,0
160,そのベッドはとても寝心地が悪く、古いベッドなので新しいものはなく、背中が痛くなってしまった、私はとても若いため,0
161,だから私には間違ったことをするような気がします。そして、あなたのような非常に大きな家族を持つかもしれません。,1
162,確かにそれは本当に高価です、レゴバットマンの映画を見ましたか？,1
163,と言って、私を追い出そうとすることがある。次の日にチェックインして、あなたは法廷で,0
164,私の友達や私の人生に関わる人たちがいて、赤ちゃんの一生にわたって彼らがまめに顔を出してくれれば、いつでも必要なときに彼らに会うことができると思ったわ。,0
165,どこかに吊るして乾かして。私に何を求めているの？,0
166,それ以外の方法はどれも最悪の方法だと私は思います。もし誰かが、ねえ、あなたの家族が今日ちょっとした危機に面していますと言ったら、分かりました、心配しないでください、何でもないことで、誰にでもあることですからと,1
167,お気に入りのものはありませんが、いくつか好きなものはあります。あなた自身はどうですか？,1
168,ご存知のように、落ち込んでいる彼らはあなたの友人ではありません、彼らはそうではありません、歩き回っているのは友人ではなく、あなたが治療しなければならない人のようです,1
169,任天堂はマリナーズを所有しているので、食べ物を注文して席にもって来させる3DSアプリもあります。素晴らしいでしょう！,1
170,それは本当に大きいように思えて、最初は小さなことに見えるかもしれませんが、本当にとても大きいことです、彼らがあなたにしてくれていることは。,1
171,最初の頃の私たちのように、彼らは観客と話をしていて、「わあ、君たちは本当に僕の親友なんですね」とか、「新しいバンドでは、一緒に行きましょう」とか言っているんだ。,0
172,彼らがあなたの人生のその部分に参加してくれるかどうかですね。,1
173,それは、それほど大きくなかった。 私はそれを学校にいつも持って行ったので、私の両親は私にそれをやめさせたんだ。 アルビノのボールパイソンだったよ。 ポケットにも入れることができた。笑,0
174,同感です！ゴールデンステート・ウォリアーズについてどう思いますか？,1
175,そして、彼らは私にダウンロードを勧め、私は「ああ、持っている」と思った。そして、「でも、私の携帯電話にも入っているだろうか？」と,0
176,それは知りませんでした。本当に興味深いです。さて、話せて楽しかったです。,1
177,そして、良いアイデアをくれるので、amazonのリストに保存して最終的に購入するか、または、更に詳細を教えてくれるので、,0
178,私は皆好きだったが、2話が私のお気に入りだったと思うよ。 1と2は私にとって最高だった。その後、だんだん面白くなくなったね。,0
179,言っていること分かりますよね、やらないといけません,1
180,私がウェンディーズを去った日に自分がショックを受けたのはわかっているよ、私の電話は私の訪問がどうだったか私に尋ねたんだ！ 娘は大笑いしたよ。,0
181,それは怖いでしょう。日本では100歳になると、首相から祝の銀杯が贈られます。,1
182,本当にそのようなこと 。私は家族からそれを学んだ。それは、私の家族がいかに本物のタフさ、本物の規律をもち、本物の軍国主義者なのかを。,0
183,まあ、それはあなたの血の中にあると思います。,1
184,私もダメ。 私はプロのダンサーにはなれなかった。,0
185,私はそこに行ったことがある、私の意見では良いところではないね、どこにでも馬を連れて行かなければならないし、そして私は馬アレルギーなのでひどいものだったよ（笑）,0
186,私も以前読んだことがあると思いますが、あなたのマネージャーが打席に立つのを見たら、とてもワイルドだと思います。,1
187,会話の内容ではなくて、「これは私にとって大切なこと」「私はこれをやっているけど、私の文化がなければこれをやっていなかったな」と考えたことはある？,0
188,私もそう、私の幼子はそれに夢中だが、それは良くないと思う。ジャスティンビーバーの赤ちゃんの歌は、YouTubeで最も嫌われている動画なの？どれほどひどいのだろう？若い人たちはビーバーが大好きだと思っていた,0
189,"ねえ、あなたは決して年を取りすぎてなんかいないよ。私自身孫がいるんだ！笑 私は孫と一緒にビッグ・ヒーロー・シックスを見たよ、素敵な可愛いアニメ映画だね。 55,000コアのスパコンでレンダリングされた素晴らしいグラフィックだった。",0
190,私が理想的な職業に就くことができれば、給与について思い煩う必要はありませんでした。あなたの理想的な職業は何ですか？,1
191,そうですよ。帽子を上げるのは、騎士が面頬を上げるのが起源です。,1
192,なんてことでしょう、彼がそんなことを言うなんて信じられない。だからこそ、彼はそれを言ったのだ,0
193,毎日洗うのは、私にとっては負担ではない。シャワーを浴びたい気分だ。髪を洗わないようにするよりも、髪を洗う方が楽な場合もあるんだよ。,0
194,それで、あなたの法務経験はどのようなものですか、法務経験が豊富なようですが,1
195,それで、あなたのチームはどうですか、あなたは同僚とかなり良い関係を保っていると言いました。,1
196,本当におもしろいです。それで、坐骨神経切除で、運動機能をいろいろ失いましたか？,1
197,家族を愛するとか、お母さんを愛する、お父さんを愛するみたいな家族観を持つことだと思います。分かりますよね。,1
198,つまり......わからない。私にとってはどうでもよかったのだ。私の友人の何人かは結婚しているし、今でも何人かは結婚したくてたまらないようだが、私にはとてもできない。わからない。,0
199,個人的にはテニスのほうが好きですが、ラクロスも好きですよ。春の全市選抜男子ラクロスチームについて聞いたことがありますか?,1
200,さらに多くのことをするが、必要なだけ家族に会っているわけではない。もっと時間があって他のこともできたらいいなと思う。,0
201,今やり終えた。わからないが。えーと、私の統計データを見てみよう。しかしいずれにしても、先生が変わってもそれぞれの子供は進歩しているので、良いことだ。,0
202,はい、私もそうではないよ。そのようなお金を稼ぐのはいいことだろう。,0
203,は確かにそうだ。私の子供たちは妻からもらっている。,0
204,彼の妹は私の父の、彼の母は私の父の妹で、私は彼女が怒りの問題を抱えていることに気づいた、彼らは彼らに会いに行く人のことを気の毒に思っていると感じた。,0
205,全く同感だわ。私はその経験を、今回の病院の夜勤の看護師さんとの経験と対比させてみたが？私の代名詞を訂正しようとした夜勤の看護師さん？,0
206,あなたが起きている時に、自分がどれほど夫の負担になるかについて考えているっていうのが私にとってはどうしても変に思えます、分かりますか？,1
207,それは全然発音しやすくありません 笑 ばからしい、速く言うこともできません。,1
208,このようなことを友人に話すことは、あなたがしたくないことなのかどうかわかりません,1
209,ビートルズで誰が好きですか?私は、何か間抜けた感じがするリンゴスターが好きです。,1
210,白雪姫。母は、私が毎日のように見ていたと言っていたわ。私はとても興奮しているの。,0
211,お互いに敬意を示すべきだと思います。優れた相手のいるラップ対決も敬意に値します。,1
212,友達が、女子ワールドカップはワールドシリーズよりもテレビの視聴率が高いと言っていたので、わからないよ。,0
213,しかし、それが私のニュースですが、それを眺めていても、私はそれを視聴することはできない、私は本当にニュース番組は見ないが、ブルームバーグ、私はブルームバーグTVは見る。,0
214,次のようなことをいろいろ言っています。これらはオプションですとか、カトリックではこれは罪だと言っています、とか。しかしこれらはあなたの選択肢です。,1
215,そんなこと考えたこともなかったです。オールドフェイスフルで服を洗濯することを想像できますか？,1
216,それは新しい学校生活の雰囲気を醸し出してくれるような気がする。新しい服、準備完了、私の人生、でも新しい携帯ケースも手に入れた。,0
217,では、あなたの理想の彼氏とは？,0
218,私は何よりも家族を優先してきた。家族は私の全てで、私の背骨のようなものだ。家族というかたちを持つことは大きな助けになる,0
219,そのクラスのために髪を伸ばしたら、単位が余計に取れるのでしょうか？笑 私は大学で神話学と幻想の授業を受けていました。なかなか良かったです。,1
220,多分、歌手はエアロスミスのリードギタリスト、ジョー・ペリーでした。あなたと話せて嬉しいです:),1
221,私も同感です。テレビゲームの「リトルビッグプラネット」や「ハリー・ポッター」をしたことはありますか？この2つのゲームのナレーションは同じ人が担当したそうで、スティーブン・フライという人です。,1
222,それでもヒューマンエラーに頼りたいですか、それともテクノロジーがそこまで正確になり、ミリ単位でゲームをしますか。,1
223,こんにちは、それは良いね、所によってはパーティーフードとしてスパゲッティとミートボールが作られるね、それは私には奇妙に思えるよ,0
224,私も同感です！特に興行収入が今のままでは。映画「トロイの木馬戦争」のために働くのは嫌ですね。1500万ドルの予算で309ドルしか稼げなかったんですから！,1
225,自分が年を取ったときに起こりうることだが、他の人、例えば若い人が自分に依存しているときにも起こりうることだ。,0
226,私は妻の両親とあまり仲が良くありませんが、他の祖父母の場合、子供たちが年上の世代から何かを学んで、受け継いで広められるようにするために一緒にいさせていますよね。,1
227,学校に行かないといけないと言って出て行った後、,0
228,同じことを考えていたが、衣装について聞かれると、彼のことが頭に浮かんだ。私はスパイダーマンも大好きだ。,0
229,コロラド州のボルダーでは、ペットを所有できませんが保護者にはなれます。,1
230,確かに長い間待って、何も起きないという繰り返しですね。馬には乗ったことがありますか?,1
231,少なくとも私は、おそらく善かれと思ってしている。ほとんどの親が最終的には彼らのために最善を尽くしたいと思っているように感じるし、たとえそれが常に最善の方法に見えなくても。,0
232,コンピューターとメモリースティックに心をアップロードできるというアイディアが好きですね。死んだ後でも一種の遺産のようなものが残ることになるからです。,1
233,彼らはみんながあのビルに移動するのを待っているんだと思う。,0
234,共和党はアメリカで本当に人気があるという考えに同意しますか?,1
235,ええ、それはたくさん見てきた。,0
236,去年の夏に行ったとき、家族に言った。いつも車であちこち連れて行ってくれるのはありがたいけど、自分でなんとかすることを考えないといけないよね。,0
237,それを自分の中で見つけて、私には価値があり、十分であること、自身が好きで大丈夫であることを知ること。そして、大丈夫でなくてもパートナーの経験の中で私が喜びとなっていることを知ることだ。,0
238,そうしたでしょうね。ホビットも好きですよ。ほとんどの登場人物の名前は、Dvergatalって言うアイスランドの古い詩から取られています。,1
239,もしかしたら何かを食べに、マクドナルドに車で出発したのかと思いました…笑,1
240,バージニア大学での友人だが、実は彼はベゾスの娘の友人だ。彼らがつるんでいるようなところがある。いいえ、彼らはかなり親しい友人だ,0
241,私もそうではないよ。オリンピックやワールドカップの主催国には経済的利益がないことに驚いているよ。イベントのインフラに多額の費用をかけているからだろうか？,0
242,電子機器はどうですか？電子機器を購入する必要があると思いますか？最近、電子機器を購入しましたか？,1
243,そして、それは興味深い俳優たちですが、もちろん、私のずっと好きな俳優は、私が本当に気になる有名人の俳優のような唯一の俳優は、ジョニー・デップだ。,0
244,育っていく中で、分かりますかね、手本になる人物がたくさんいて、何をすべきかを示してくれる人がたくさんいて、学校に行きなさいと言っています,1
245,フロリダはホッケーに適した場所ではありませんが、ワシントンDCも同じです。,1
246,うわー、私は彼は非常識だと言いたいが、彼は私よりも適格であるようだ。しかし私はまだ懐疑的だ。あなたは洋服に興味がある？,0
247,そして、私は執筆した。ジャーナルクラスやポージングのクラスを担当した。私は「ドクター・ホーランド」を書くことができなかった。でも、銀賞を受賞したおかげで、今でもフィクションを書ける。,0
248,彼女はリビングルームにいて、私はキッチンにいる。私は音を聞くことができ、それに集中することができるが、彼女は私が彼女に集中していることがわかるように、私の体を動かしてほしいと思っている。,0
249,はは、ええ、私はそれが好きなんだ、私にとってもうひとつ面白いのは、アジアの野生のトラよりもアメリカでペットとして飼われているトラの数の方が多いということだ,0
250,私にとってはベストなタイミングではなかったので、4年生のほとんどを,0
251,さて、消費者として、あなたは誰がそれを作っているのか、誰がそれでお金を稼いでいるのか、誰の雇用に役立つのかは気にしません、あなたはただ最安値でそれを手に入れたいだけです。,1
252,私たちは、ここがそれほど気に入っていない。母は、今時の母親たちのようにスポーツ好きではない。,0
253,電話番号を教えてくれますか？,1
254,はい。それで、あなたの好きなクイズ番組は何ですか？,1
255,何が起こっているのか、私のネットワーク上で何か変なことが起こっているのか......今、私の声が聞こえる？,0
256,もちろん、郵便番号と通りの名前も教えてくれますか？,1
