,content,label
60,日本で仲裁を活性化させるためには何が足りないのか、ビジネスの現場に近い方々の声を伺ったところ、中小企業の間ではまだまだ認知度が低く、そもそも仲裁って何というところが非常に多い、具体的な仲裁案件を紹介しようにも、企業秘密を守るという制度趣旨から内容が非公開のために、一般の方にイメージを持ってもらいにくい、それから、費用が高い上に、日本人で英語でちょうちょうはっしができるような仲裁弁護士がなかなかいない、それから、国際仲裁では仲裁地の法律にのっとって執行されるが、日本の法律は英訳がないものが多いため、海外から日本における国際仲裁は安心できないと見られてしまうなどなどの御意見がありました。,2
61,自由、基本的人権の尊重、法の支配、そして民主主義は、そうした社会を実現するために、人類があまたの困苦を乗り越えながら獲得してきた原理と言ってもよいでしょう。,1
62,我々は、これらの原理を共有し、きずなを結び、誰もが幸せを享受できる社会を目指して、不断の努力を積み重ねていかなければなりません。,1
63,法務大臣として、法務行政に寄せられる内外からの様々な声にしっかりと耳を傾け、法務行政をより良いものとすべく、持てる力を尽くして取り組んでまいります。,2
64,お互いを尊重し合える社会を目指し、人権相談や調査救済活動を充実強化するとともに、効果的な人権啓発活動等の取組を推進してまいります。,2
65,また、特定技能制度や技能実習制度は、それぞれ見直しの時期を迎えており、現行制度の適切な運用に努めるのはもちろん、広く様々な関係者の御意見を伺いながら、より良い制度に変革していくための検討をしっかりと進めてまいります。,2
66,同様の事案を二度と起こさないという固い決意の下、まずは、出入国在留管理庁の意識改革、組織改革を含め、調査報告書で示された改善項目全てを着実かつ迅速に遂行してまいります。,2
67,国、地方公共団体、民間協力者が一体となった息の長い支援が可能となるよう、保護司、更生保護施設、協力雇用主等の民間の方々の活動に対する支援や、地域における支援ネットワークの一層の充実強化に取り組んでまいります。,2
68,法の役割やその基礎となる諸原理を理解し、法的な物の考え方を身に付けるための法教育の浸透に積極的に取り組んでまいります。,2
69,法務省は、専門的な知見、情報を児童相談所等に提供するなど、関係機関と連携して児童虐待の根絶に取り組んでまいります。,2
70,一人一人に寄り添った支援とともに、発生を予防するための民法の嫡出推定制度に関する検討等を進めてまいります。,2
71,その根絶のため、性犯罪・性暴力対策の強化の方針に基づく再犯防止施策の充実強化等に取り組むとともに、関連する刑事法の整備について、引き続きしっかりと検討を進めてまいります。,2
72,コロナ禍の中で生活に困難を抱える在留外国人に対しては、引き続き、在留資格上の特例措置や外国人在留支援センター、ＦＲＥＳＣにおける相談対応等の支援を行ってまいります。,2
73,デジタル化やグローバル化、感染症や相次ぐ自然災害等、社会情勢が大きく変化する中で、時代に即したより良い法務、司法制度を実現するため、不断の努力を続けてまいります。,2
74,また、訟務機能の充実強化に取り組んでまいります。,2
75,また、いわゆるオウム真理教について、団体規制法に基づく観察処分の適正かつ厳格な実施等を通じた公共の安全確保に努めてまいります。,2
76,京都コングレスの成果の具体化を通じて、ルールに基づく国際秩序の形成、拡大に主導的役割を果たしてまいります。,2
77,出入国在留管理行政を担う立場から、国民の健康と安全を守り抜く強い使命感を持って対策に取り組むとともに、ポストコロナも見据え、一層円滑な出入国審査・管理を実現するため、デジタル技術等を活用した業務の高度化を進めてまいります。,2
78,所管別に区分いたしますと、法務省所管分は七千四百三十七億八千五百万円、デジタル庁所管として計上されている法務省関係の政府情報システム経費の予算額は六百億九千三百万円、国土交通省所管として計上されている法務省関係の国際観光旅客税財源充当事業の予算額は二十九億五百万円となっております。,2
79,そのうち主要施策の経費について四つの柱を掲げておりますので、各柱に沿って御説明申し上げます。,2
80,こういった処遇改善、また魅力の発信も是非全力で行っていただきたいと思っております。,2
81,私は観光地の鎌倉市で育ったために、観光がいかに地域経済を潤すか、それも全く同じ受け止めを持っております。,2
82,その上で、昨年の一時支援金、月次支援金については、訪日客の減少は、緊急事態宣言やあるいは蔓防、こうしたことによる収入減の対象にはならない、こういった理由で、収入は激減したんだけれども受給ができなかった、申請が通らなかったというケースも少なくなかったというふうに伺っております。,2
83,私も直接お話を伺いました。,2
84,今見てしまうと、ちょっと、私がお伝えしたいことの意図が伝わらないので、ちょっと裏返しにしていていただければと思います。,2
85,事業主体は東京都の教育委員会、運営は民間企業という形になります。,1
86,外国の方も見たことがないというような、そんな環境で高校まで公立の教育で育てていただいたその一人として、また、その後、シンガポール、イギリスで英語を使う仕事をしてきたという立場からも、この英語のスピーキング、大事だと思います。,1
87,また、グローバル人材を育てていくということも、これも大事だと思います。,1
88,ただ、その運用のところに今大きな疑問がありますので、質問させていただきたいと思います。,2
89,この理由は、入試制度としての公平性、公正性に問題があるのではないか、疑問符がついたからというのが、私たちの記憶の中にも新しいことと思います。,1
90,自由、基本的人権の尊重、法の支配、そして民主主義は、そうした社会を実現するために、人類があまたの困苦を乗り越えながら獲得してきた原理と言ってもよいでしょう。,1
91,我々は、これらの原理を共有し、きずなを結び、誰もが幸せを享受できる社会を目指して、不断の努力を積み重ねていかなければなりません。,1
92,法務大臣として、法務行政に寄せられる内外からの様々な声にしっかりと耳を傾け、法務行政をよりよいものとすべく、持てる力を尽くして、取り組んでまいります。,2
93,お互いを尊重し合える社会を目指し、人権相談や調査救済活動を充実強化するとともに、効果的な人権啓発活動等の取組を推進してまいります。,2
94,また、特定技能制度や技能実習制度は、それぞれ見直しの時期を迎えており、現行制度の適切な運用に努めるのはもちろん、広く様々な関係者の御意見を伺いながら、よりよい制度に変革していくための検討をしっかりと進めてまいります。,2
95,同様の事案を二度と起こさないという固い決意の下、まずは、出入国在留管理庁の意識改革、組織改革を含め、調査報告書で示された改善項目全てを着実かつ迅速に遂行してまいります。,2
96,国、地方公共団体、民間協力者が一体となった息の長い支援が可能となるよう、保護司、更生保護施設、協力雇用主等の民間の方々の活動に対する支援や、地域における支援ネットワークの一層の充実強化に取り組んでまいります。,2
97,法の役割やその基礎となる諸原理を理解し、法的な物の考え方を身につけるための法教育の浸透に積極的に取り組んでまいります。,2
98,法務省は、専門的な知見、情報を児童相談所等に提供するなど、関係機関と連携して児童虐待の根絶に取り組んでまいります。,2
99,一人一人に寄り添った支援とともに、発生を予防するための民法の嫡出推定制度に関する検討等を進めてまいります。,2
100,その根絶のため、性犯罪・性暴力対策の強化の方針に基づく再犯防止施策の充実強化等に取り組むとともに、関連する刑事法の整備について、引き続き、しっかりと検討を進めてまいります。,2
101,コロナ禍の中で生活に困難を抱える在留外国人に対しては、引き続き、在留資格上の特例措置や外国人在留支援センター、ＦＲＥＳＣにおける相談対応等の支援を行ってまいります。,2
102,デジタル化やグローバル化、感染症や相次ぐ自然災害等、社会情勢が大きく変化する中で、時代に即したよりよい法務、司法制度を実現するため、不断の努力を続けてまいります。,2
103,また、訟務機能の充実強化に取り組んでまいります。,2
104,また、いわゆるオウム真理教について、団体規制法に基づく観察処分の適正かつ厳格な実施等を通じた公共の安全確保に努めてまいります。,2
105,京都コングレスの成果の具体化を通じて、ルールに基づく国際秩序の形成、拡大に主導的役割を果たしてまいります。,2
106,出入国在留管理行政を担う立場から、国民の健康と安全を守り抜く強い使命感を持って対策に取り組むとともに、ポストコロナも見据え、一層円滑な出入国審査、管理を実現するため、デジタル技術等を活用した業務の高度化を進めてまいります。,2
107,鈴木委員長を始め、理事、委員各位の御指導と御協力をよろしくお願い申し上げます。,2
108,所管別に区分いたしますと、法務省所管分は七千四百三十七億八千五百万円、デジタル庁所管として計上されている法務省関係の政府情報システム経費の予算額は六百億九千三百万円、国土交通省所管として計上されている法務省関係の国際観光旅客税財源充当事業の予算額は二十九億五百万円となっております。,2
109,そのうち、主要施策の経費について、四つの柱を掲げておりますので、各柱に沿って御説明申し上げます。,2
110,一方、日本が抱える課題に教員の勤務時間の長さがございます。,2
111,ＯＥＣＤ加盟国の中でも突出しており、勤務時間は長く、教えることに割く時間が少ないとの指摘もされております。,2
112,既に議論は始まっていると思いますが、量より質の充実や、やはり、教員だけで現場を支えるのではなくて、今後はより地域との連携や外部リソースの利用が必要になるかと思います。,1
113,カリキュラムの実践においても、地域のインターナショナルスクールや留学生の集う大学機関などがあれば、学校の外国語授業の一環として日頃から交流を行うなど、地域との連携をしながら、社会で子供を育てるという視点でカリキュラムを実践していくのも一つの案だと思います。,1
114,その際、ほかのパネリストの皆さん方が、特に中教審の、安彦先生なんかもそこにおられたんですけれども、まず一つは、下からの接続、上からの接続の緊張関係が存在している。,0
115,つまり、先ほど御答弁の中にもありましたように、要するに、小中高までの学習指導要領に基づく学びと専門性を有した大学教育、これがどういうふうにして接続するのか、そこに緊張関係があるんだよ、そこを何とかしないといけないよねというようなこと、これはもちろん御省としても大きな課題として捉えていただいているとは思います。,1
116,すなわち、大学入学者率が五〇％を超えてきて大衆化する。,0
117,かつては専門教育を大学で行うという中において、その専門性を有するところに大衆化された学生が入ってくるところの乖離といいますか、あつれきといいますか、これを制度としてどう担保していくんだというようなことだと思います。,1
118,まさしく大きな課題である、確かに大きな課題であるというふうにして認識したところであります。,1
119,でも、その後の検討会議では新たな資料が提出されて、データに基づくそういった議論が重ねられたということは一定の評価はしているところであります。,1
120,やはり、研究機関であることと同時に教育機関である、この両側面をしっかり捉まえていかなければ、まさしく先ほどの高大接続の問題もそうなんですが、なかなかうまく回っていかないといいますか、運営できていかないという現状があろうかと思います。,1
121,この間、ある識者によれば、大学一、二年生向けの、いわゆる一般教養教育の教員を非常勤に切り替えるなどして削減を行った結果、さきの大学入学者選抜の試験作成の人員が不足し、入試作成に影響を及ぼしている、こういうような指摘もあるわけであります。,1
122,これは議員立法でやったんですが、その中に、海外へ出ていって、そこで子供を育てて、いわばその子供たちというのは将来に対しては日本の宝になる、いわゆる国際人材として非常に大きな存在になっているんだけれども、これが是非母国語を習得できるような機会というのをつくってもらいたい。,0
123,それと同時に、日本がそれを戦略的につかんでいくということの中で、どう展開していったらいいかという、その戦略を作ってほしいという要望が海外からネットワークを使ってだあっと入ってきまして、それを一条、その推進法の中に入れたんです。,1
124,このため、試験等に応じた個別の配慮は困難だと考えております。,2
125,これだって、ちゃんとやればできるんじゃないか。,0
126,俺は別に好きとか嫌いでキャラ付けしてるわけじゃないから。,0
127,関係機関と共有するというだけじゃ駄目ですよね。,1
128,新ルートの運用時間と聞き取り時間が重なるのは十五時からの十五分間、外国語試験全体も重なるのは十六時までの一時間です。,1
129,新ルート運用自体が、南風の十五時から十九時までの間の、その間の三時間程度というのが元々の運用という話でやったわけですから、だったら調整できるじゃないですか。,1
130,十五時から始めるやつを三時間程度やるんだったら、十六時から三時間にすればいいし、それもやらないという話なんですか。,1
131,ましてコロナ禍で減便なんだから、協力は十分可能なはずです。,1
132,先ほど川内先生のお話もございましたけれども、川内先生も、選択肢を増やすということで「碍」をつけ加えるべきではないか、それの方がいいのではないかという御提案をいただいたところでございます。,2
133,どちらでもいいという方も一八％おられます。,1
134,福祉施設内でも平仮名が多いということでございます。,2
135,そのことによって、国民全体が強い意識を持って、問題意識を持って、支持の輪が広がっていくんだと思います。,1
136,よろしくお願いします。,1
137,教育格差の実態と、どのようにして教育格差が起こるのかというメカニズムの解明を主に研究してきました。,1
138,このような研究知見を広く社会に周知し、還元するという活動として、内閣官房の教育政策実行会議初等中等教育ワーキング・グループでの委員も務めました。,1
139,生まれを示す指標として国内外で広く使われているのは、保護者の学歴、収入、職業などを統合した概念である社会経済的地位です。,1
140,英語ではソシオエコノミックステータス、略してＳＥＳとして知られています。,1
141,この出身家庭のＳＥＳや出身地域や性別など、子供本人が変えることのできない初期条件によって教育の結果が違うことを教育格差と呼びます。,1
142,日本は生まれによって人生の可能性が制限された社会と言えます。,1
143,各章の知見のまとめについては資料の三十一ページ以降にあります。,1
144,こちらについてもデータは全て「教育格差」を御参照願います。,2
145,教育格差は未就学段階で存在し、九八％の児童が通う公立小学校においても、個人間だけではなく、学校間において格差が存在します。,1
146,これは中学校でも同様です。,1
147,ＳＥＳによる学力格差がある状態で高校受験という選抜を行うので、結果的に進学校には高ＳＥＳ家庭出身者が大半を占め、いわゆる教育困難校は恵まれない家庭出身者が多くなります。,1
148,制度的にＳＥＳによって違う学校に隔離、分離していることになります。,1
149,日本は国際的に凡庸な教育格差社会です。,1
150,端的に言えば、大学に進学するかどうかという学歴達成という観点では、親が高学歴、高収入、専門職といった高ＳＥＳ家庭出身、大都市部出身、男性であると有利で、低ＳＥＳ家庭出身、地方出身、女性だと不利な実態が日本にあります。,1
151,私が提案する日本に必要な教育改革三つの柱は、データによる実態把握、効果のある教育政策と教育実践の模索、そして全教育関係者が教育格差を体系的に学ぶです。,1
152,これら三つの柱と七つの具体策を遂行するために、政策と実践の改善サイクルを回すために必要な施策と二つの具体案があります。,1
153,一つずつ説明いたします。,2
154,教育は誰もが何らかの経験を持っているので持論を展開しやすいわけですが、日本全体に影響する政策を決めるためには、視界に入る一部のエピソードではなく、全国の実態を把握する必要があります。,1
155,小学校で約二万、中学校で一万と少し、高校では五千校あります。,1
156,同様の数の校長がいて、小学校から高校の年齢層に対する教師は、全て足し合わせれば約百万人います。,1
157,都道府県と市町村といった自治体単位であっても、個人の視界には入り切りません。,1
158,教育委員会の数だけでも千七百以上あります。,1
159,この点を軽視した個人の視界に入るエピソードに基づく改革論が散見されます。,1
160,不十分なデータに加え、過去の議論や研究も参照しないという随分と雑な実態理解のまま、すぐに解決法の話に飛び付くわけです。,1
161,はやる気持ちは分かりますが、全く診断をせずに効果のある治療法を特定できるわけがありません。,1
162,どれだけ最先端の医療であっても全てを癒やすことはできないですし、不要な投薬や手術によって、狙った効果が期待できないどころか、副作用の危険もあります。,1
163,格差がない前提の政策は、栄養不足の子供に対して十分な睡眠を推奨するようなものなので、的外れで、狙いどおりの成果が出なくても不思議ではありません。,1
164,それにもかかわらず、日本の教育行政は義務教育の機会均等を建前とするばかりで、どこにどれだけの格差が存在するものなのか積極的な把握をしてきませんでした。,1
165,データによる現状把握は、教育再生実行会議の第十二次提言、ポストコロナ期における新たな学びの在り方についてにも標記の文言が入りましたので、行動に移していただきたいと願います。,2
166,例えば、毎年教職員の精神疾患による病気休職者数が発表されますが、これは都道府県や政令指定都市といった広域の教育委員会が集計した値をまとめているだけの調査に基づいています。,1
167,よって、分かることは、令和二年度に日本全体で五千百八十人の休職者が出たこと、それに性別、年齢層、都道府県など大きな区分別の数値にとどまります。,1
168,そのためには、各教育委員会が集計値を報告する設計のほか調査も、分析がすぐに可能なように整理された学校単位のデータにするべきです。,1
169,コロナ禍によってＩＣＴが普及したので、現場の負担を最小化した形で定期的な追加の学校調査を行うことも可能となっています。,1
170,早急に、定期的に行っている全ての調査を学校単位に整理すべきです。,1
171,調査予算の増額が明らかに必要です。,1
172,これは、デジタル庁の教育データ利活用ロードマップに記載されている取組の方向性という理解です。,1
173,データなら何でもつなげればいいというわけではありません。,1
174,十分な研究に基づいた項目にしないと意味のあることは分かりません。,1
175,研究者、行政、教育現場で対話して集約すべきです。,1
176,詳しくは、こちらの書影の本、拙編著の中公新書ラクレの「教育論の新常識」を参照していただきたいのですが、日本の教育行政は基本的にやりっ放しです。,2
177,全国を俯瞰するデータによる実態把握は弱い上、教育政策と教育実践の社会科学的な効果検証はほとんど行われてきていません。,1
178,今までのように、文科省が規範や効果のありそうなモデルケースを教育委員会や学校に周知するという今までのやり方で明快な結果が出ることは期待できそうもありません。,1
179,また、学校の取組の好事例らしきものを提示したところで、様々な特徴が異なる他校でそのまま実施できるか疑わしいですし、それらはそもそも喧伝されている効果がない取組かもしれません。,1
180,少しデータを紹介します。,1
181,こちらは、拙著「教育格差」で示したデータの一つです。,1
182,二〇一五年時点の全ての年齢層、すなわち戦後に生まれ育った全ての世代の男性で、父親の学歴によって本人が大卒となるかどうかに差があります。,1
183,この部屋にいる全ての人が育つ過程で、社会全体としては教育格差がありました。,1
184,同じことは女性についても言えます。,1
185,こちら、経年比較が可能な学力調査データを用いた埼玉の結果です。,1
186,左側は、異なる年度の小学校六年生の国語の学力を比べています。,1
187,現場では様々な努力や工夫がされていると思いますが、平成二十七年から令和二年までの学力平均は変わっていません。,1
188,右のグラフの方を御覧ください。,2
189,右のグラフは、一つの学年の子供、小学校四年生から中学校三年生まで、算数、数学について毎年追跡したデータです。,1
190,同様に、小学校四年生時点で学力が低い子供たちも、中学校三年生にかけて学力は上がっています。,1
191,全ての学力層の子供たちが一定程度は伸びているわけです。,1
192,ただ、どの層の学力の伸びも余り変わらないので、小学校四年生時点の学力の差はそのまま中学校三年生まで残っています。,1
193,これらは学力層別に見た場合ですが、教育格差の観点でも同じパターンが見れます。,1
194,小学校六年生時点で、家庭の本の冊数によって学力格差があることが分かります。,1
195,本の冊数が少ないグループも小学校六年から中一、中二、中三と学力が上がっていきますが、本の冊数がより多い二つのグループと学力の伸びが同程度ですので、ＳＥＳによる学力格差は維持されたままです。,1
196,生まれによる学力格差が埋まらないまま、高校受験で子供たちを別学校に隔離していることになります。,1
197,これは、ＴＩＭＳＳとして知られる国際数学・理科教育動向調査の結果です。,1
198,四年毎に行われてきた調査で、経年で学力を比較することができます。,1
199,日本で主に使われている学力偏差値と同じ平均五十、標準偏差十に換算した数値で一九九五年と二〇一九年の結果を比べると、小学校四年の算数、理科、中学校二年生の数学、理科は多少の向上しか見られません。,1
200,これらは二十四年間の成果と誇るべき結果でしょうか。,1
201,こちらは経済協力開発機構、ＯＥＣＤのＰＩＳＡ調査の結果です。,1
202,日本では高校一年生の六、七月に実施するので、これは高校教育の成果ではなく義務教育の成果に対する一つの評価と解釈できます。,1
203,読解力は、二〇〇〇年の高校一年生と二〇一八年の高校一年生を比べると下がっています。,1
204,数学的リテラシーと科学的リテラシーをそれぞれ比較可能な二〇〇三年と二〇一八年、二〇〇六年と二〇一八年で比べると数値が下がっているように見えますが、これは統計的に有意ではないので、平均学力は変わっていないと言えます。,1
205,読解力は下がり、数学と科学は変わっていないわけです。,1
206,不利な生まれの層に何が効くのか十分に分かっていないだけではなく、学力の平均値を大きく上げる知見もないですし、学力上位層を更に伸ばす効果のある教育手法が実証されているわけでもありません。,1
207,効果検証をしない今までのやり方であれば、科学的に効果が裏付けられていない健康法に依存しているのと変わりません。,1
208,どのような教育政策、教育実践であればどの層に対してどの程度の効果があるのか、検証を繰り返し、知見の蓄積をするサイクルを確立する必要があります。,1
209,学習だけではなく食事や運動など包括的な支援を行うことで、学力や進学だけではなく様々な観点で不利な層を短期だけではなく中長期的に望ましい方向に導くことになると考えられます。,1
210,予算を組んで適切な介入をすれば実際に結果を出せるという経験を日本の政治と教育行政が持つ前向きな機会になるはずです。,1
211,そのためには、データで教育格差を含む実態を把握し、効果を出せる方法を追求し、知見を積み上げ、政策と実践を微修正するサイクルを確立する。,0
212,これこそが日本に必要な教育を根底から変える教育改革です。,1
213,昨年の十月、ある番組で、とある政党の幹事長が、国公立大学の授業料の半額化、給付型奨学金や返還免除の拡充、独り暮らしの大学生へ家賃補助などの選挙の公約を説明しました。,1
214,これらは基本的に、やる気はあるけれどもお金がない子供への経済的な障壁を念頭に置いた支援策です。,1
215,それに対して、お笑い芸人ＥＸＩＴの兼近大樹氏は、厳しい環境の中で育った御経験を踏まえて、勉強したいと思える人たちを救済するということだ、それ以前に、勉強したいとも思えない環境にいる、親もそのような環境で育っているので抜け出すのが難しい、それが格差社会の実情ではないかとコメントされています。,1
216,炯眼です。,1
217,さきの選挙における各政党の政策提案の大半は、そうしたお金だけを格差の原因として問題視しているように見えます。,1
218,しかし、拙著「教育格差」でデータを多く示したように、義務教育段階であっても出身家庭のＳＥＳによって子供が大学進学を望んでいるかどうかに既に差があります。,1
219,先ほどのデータの十五ページに中学生と親の大学進学期待割合をもう一度御覧ください。,2
220,両親大卒の中学生と両親共に非大卒の中学生では大学進学期待を持つ割合が大きく異なります。,1
221,しかし、意欲のある子供への経済的支援だけでは、不利な生まれを背景にして進学をそもそも選択肢に入れていない子供たちを助けることにはなりません。,1
222,各政党の政策案だけでは、戦後ずっと続いてきた教育格差という大きな傾向が変わることは期待できそうもないのです。,1
223,教育格差の実態とメカニズムを踏まえた政策案を選挙の公約として期待しております。,2
224,これは文科省が主体となって実施することが望ましいですが、都道府県や政令指定都市といった単位で複数行うのも一案です。,1
225,教育においては、万能薬や魔法のつえはありません。,1
226,多くの試行錯誤をデータで知見にすることが重要です。,1
227,一つの研究で全てを明らかにすることはできません。,1
228,多くのデータと研究によって少しずつ様々な観点で効果のある政策、実践を明らかにしていく、らせん階段を少しずつ上がっていくようなサイクルが必要です。,1
229,そのためには、日本の各地でデータが収集され、新しい研究知見が発表される状態が重要です、必要です。,1
230,更に一般化できる知見を模索するためには、より大規模な単位での行政データの教育分析活用が求められます。,1
231,どこも限られた予算の中で教育行政を行っているので、国が予算を付けなければ現実的にこのような活動は難しいはずです。,1
232,議員の皆様の御検討をお願い申し上げます。,2
